## Data extracted from vis_cal.fits HDU #1:
#SIMPLE  =                    T / Fits standard
#BITPIX  =                  -32 / Bits per pixel
#NAXIS   =                    1 / Number of axes
#NAXIS1  =                38907 / Axis length
#EXTEND  =                    F / File may contain extensions
#ORIGIN  = 'NOAO-IRAF FITS Image Kernel July 2003' / FITS file originator
#IRAF-TLM= '2010-04-06T17:55:10' / Time of last modification
#DATE    = '2010-04-06T17:55:11' / Creation UTC (CCCC-MM-DD) date of FITS header
#CDELT1  =             0.125000 /
#CRVAL1  =             5336.875 /
#COMMENT FITS (Flexible Image Transport System) format is defined in 'Astronomy
#COMMENT and Astrophysics', volume 376, page 359; bibcode 2001A&A...376..359H
#AIRMASS =                 1.05
#APNUM1  = '1 1     '
#DC-FLAG =                    0
#WCSDIM  =                    1
#CTYPE1  = 'LINEAR  '
#CRPIX1  =                   1.
#CD1_1   =                0.125
#LTM1_1  =                   1.
#WAT0_001= 'system=equispec'
#WAT1_001= 'wtype=linear label=Wavelength units=angstroms'
#EXPTIME =                1200.
#EX-FLAG =                    0
#CA-FLAG =                    0
#BUNIT   = 'erg/cm2/s/A'
#END
#


# Wavelength  Flux
 6.70862500e+03  2.76485988e-18
 6.70875000e+03  3.35276982e-18
 6.70887500e+03  2.77267405e-18
 6.70900000e+03  2.12170504e-18
 6.70912500e+03  2.44200054e-18
 6.70925000e+03  2.55081573e-18
 6.70937500e+03  2.70817175e-18
 6.70950000e+03  2.26606853e-18
 6.70962500e+03  2.64354888e-18
 6.70975000e+03  2.82378554e-18
 6.70987500e+03  2.59593657e-18
 6.71000000e+03  1.88827343e-18
 6.71012500e+03  1.66102055e-18
 6.71025000e+03  1.53813708e-18
 6.71037500e+03  2.79749236e-18
 6.71050000e+03  3.26757125e-18
 6.71062500e+03  2.79739827e-18
 6.71075000e+03  2.46452777e-18
 6.71087500e+03  2.29654248e-18
 6.71100000e+03  2.25366247e-18
 6.71112500e+03  2.46020864e-18
 6.71125000e+03  3.30035738e-18
 6.71137500e+03  3.08964387e-18
 6.71150000e+03  3.69600428e-18
 6.71162500e+03  2.00309002e-18
 6.71175000e+03  2.00258710e-18
 6.71187500e+03  2.04739527e-18
 6.71200000e+03  2.29958816e-18
 6.71212500e+03  2.55529574e-18
 6.71225000e+03  2.14561138e-18
 6.71237500e+03  2.13730235e-18
 6.71250000e+03  1.70063753e-18
 6.71262500e+03  1.54122670e-18
 6.71275000e+03  1.78168376e-18
 6.71287500e+03  3.27514760e-18
 6.71300000e+03  3.29890423e-18
 6.71312500e+03  2.69412850e-18
 6.71325000e+03  2.59535403e-18
 6.71337500e+03  1.95214500e-18
 6.71350000e+03  2.26534867e-18
 6.71362500e+03  2.58376378e-18
 6.71375000e+03  1.65479250e-18
 6.71387500e+03  3.30779518e-18
 6.71400000e+03  3.62564553e-18
 6.71412500e+03  2.69266170e-18
 6.71425000e+03  3.06686559e-18
 6.71437500e+03  3.19664672e-18
 6.71450000e+03  2.60232675e-18
 6.71462500e+03  3.28471788e-18
 6.71475000e+03  2.23551537e-18
 6.71487500e+03  3.06717289e-18
 6.71500000e+03  2.32168670e-18
 6.71512500e+03  2.21275136e-18
 6.71525000e+03  2.74110491e-18
 6.71537500e+03  2.62080741e-18
 6.71550000e+03  2.38631846e-18
 6.71562500e+03  2.74584073e-18
 6.71575000e+03  2.73691069e-18
 6.71587500e+03  2.13208946e-18
 6.71600000e+03  3.44701816e-18
 6.71612500e+03  1.52793329e-18
 6.71625000e+03  1.98722346e-18
 6.71637500e+03  2.82509538e-18
 6.71650000e+03  2.41695826e-18
 6.71662500e+03  1.68275399e-18
 6.71675000e+03  1.53626227e-18
 6.71687500e+03  3.22909391e-18
 6.71700000e+03  2.08000500e-18
 6.71712500e+03  2.93039651e-18
 6.71725000e+03  2.04132231e-18
 6.71737500e+03  1.22565409e-18
 6.71750000e+03  1.24396528e-18
 6.71762500e+03  1.23661858e-18
 6.71775000e+03  2.21520995e-18
 6.71787500e+03  7.38656260e-19
 6.71800000e+03  1.95822933e-18
 6.71812500e+03  2.52743568e-18
 6.71825000e+03  3.05609736e-18
 6.71837500e+03  2.82784638e-18
 6.71850000e+03  1.80739171e-18
 6.71862500e+03  2.25049520e-18
 6.71875000e+03  2.73476747e-18
 6.71887500e+03  2.60515509e-18
 6.71900000e+03  1.66416776e-18
 6.71912500e+03  2.43716835e-18
 6.71925000e+03  3.34086876e-18
 6.71937500e+03  2.47937049e-18
 6.71950000e+03  1.55884068e-18
 6.71962500e+03  3.06448062e-18
 6.71975000e+03  2.51369083e-18
 6.71987500e+03  1.66115651e-18
 6.72000000e+03  2.04464158e-18
 6.72012500e+03  2.44644622e-18
 6.72025000e+03  2.52924762e-18
 6.72037500e+03  2.05323661e-18
 6.72050000e+03  2.90507010e-18
 6.72062500e+03  2.39307074e-18
 6.72075000e+03  2.93690683e-18
 6.72087500e+03  3.03437601e-18
 6.72100000e+03  5.27358494e-18
 6.72112500e+03  3.87199564e-18
 6.72125000e+03  1.98972134e-18
 6.72137500e+03  2.44636950e-18
 6.72150000e+03  2.44786752e-18
 6.72162500e+03  2.31058118e-18
 6.72175000e+03  2.50220274e-18
 6.72187500e+03  1.74886661e-18
 6.72200000e+03  2.53257413e-18
 6.72212500e+03  2.84721523e-18
 6.72225000e+03  2.39817444e-18
 6.72237500e+03  2.58171879e-18
 6.72250000e+03  2.62378216e-18
 6.72262500e+03  4.05809225e-18
 6.72275000e+03  3.36937092e-18
 6.72287500e+03  3.60726227e-18
 6.72300000e+03  2.83854720e-18
 6.72312500e+03  3.90945617e-18
 6.72325000e+03  4.06098986e-18
 6.72337500e+03  2.88216650e-18
 6.72350000e+03  2.24081491e-18
 6.72362500e+03  1.98701935e-18
 6.72375000e+03  2.64864990e-18
 6.72387500e+03  2.36722217e-18
 6.72400000e+03  2.47648756e-18
 6.72412500e+03  2.50084947e-18
 6.72425000e+03  2.01099539e-18
 6.72437500e+03  3.48404834e-18
 6.72450000e+03  3.67690426e-18
 6.72462500e+03  2.37832397e-18
 6.72475000e+03  1.59189792e-18
 6.72487500e+03  2.80352437e-18
 6.72500000e+03  2.84132446e-18
 6.72512500e+03  2.43113138e-18
 6.72525000e+03  1.86843474e-18
 6.72537500e+03  2.09193357e-18
 6.72550000e+03  2.46756703e-18
 6.72562500e+03  1.77680133e-18
 6.72575000e+03  1.77911640e-18
 6.72587500e+03  1.91985249e-18
 6.72600000e+03  2.22045820e-18
 6.72612500e+03  1.44568289e-18
 6.72625000e+03  2.78427981e-18
 6.72637500e+03  2.28847499e-18
 6.72650000e+03  1.22480706e-18
 6.72662500e+03  2.13262093e-18
 6.72675000e+03  2.25701752e-18
 6.72687500e+03  2.08427056e-18
 6.72700000e+03  3.46323069e-18
 6.72712500e+03  2.96897208e-18
 6.72725000e+03  2.33849088e-18
 6.72737500e+03  3.98976548e-18
 6.72750000e+03  2.35966298e-18
 6.72762500e+03  1.29062706e-18
 6.72775000e+03  2.25938925e-18
 6.72787500e+03  2.67419365e-18
 6.72800000e+03  3.02428771e-18
 6.72812500e+03  2.63766763e-18
 6.72825000e+03  2.53424441e-18
 6.72837500e+03  2.98183246e-18
 6.72850000e+03  3.03436546e-18
 6.72862500e+03  3.97192650e-18
 6.72875000e+03  4.02815617e-18
 6.72887500e+03  1.75926158e-18
 6.72900000e+03  2.56340914e-18
 6.72912500e+03  2.35815937e-18
 6.72925000e+03  2.77878154e-18
 6.72937500e+03  3.23598598e-18
 6.72950000e+03  3.54165486e-18
 6.72962500e+03  2.52702891e-18
 6.72975000e+03  2.02901180e-18
 6.72987500e+03  1.77856943e-18
 6.73000000e+03  2.61261398e-18
 6.73012500e+03  2.22487907e-18
 6.73025000e+03  2.30210175e-18
 6.73037500e+03  3.06697664e-18
 6.73050000e+03  2.37323991e-18
 6.73062500e+03  2.76098620e-18
 6.73075000e+03  2.03440791e-18
 6.73087500e+03  2.69973906e-18
 6.73100000e+03  2.37435019e-18
 6.73112500e+03  2.00223431e-18
 6.73125000e+03  1.46751281e-18
 6.73137500e+03  2.35252896e-18
 6.73150000e+03  3.59368079e-18
 6.73162500e+03  3.58173962e-18
 6.73175000e+03  2.45382446e-18
 6.73187500e+03  2.56137635e-18
 6.73200000e+03  2.36221979e-18
 6.73212500e+03  3.37917528e-18
 6.73225000e+03  2.06005278e-18
 6.73237500e+03  2.48863326e-18
 6.73250000e+03  3.15680205e-18
 6.73262500e+03  2.23884208e-18
 6.73275000e+03  1.61092959e-18
 6.73287500e+03  2.71939990e-18
 6.73300000e+03  2.66405510e-18
 6.73312500e+03  2.82487142e-18
 6.73325000e+03  2.60179156e-18
 6.73337500e+03  2.74038774e-18
 6.73350000e+03  2.50797357e-18
 6.73362500e+03  2.57565266e-18
 6.73375000e+03  3.13138754e-18
 6.73387500e+03  2.99867427e-18
 6.73400000e+03  3.18774770e-18
 6.73412500e+03  2.80293397e-18
 6.73425000e+03  1.82039871e-18
 6.73437500e+03  2.67418186e-18
 6.73450000e+03  2.02359211e-18
 6.73462500e+03  2.63561870e-18
 6.73475000e+03  3.24281373e-18
 6.73487500e+03  3.58239102e-18
 6.73500000e+03  3.11476617e-18
 6.73512500e+03  3.31064234e-18
 6.73525000e+03  2.39920490e-18
 6.73537500e+03  1.91038045e-18
 6.73550000e+03  2.18270795e-18
 6.73562500e+03  4.50894911e-19
 6.73575000e+03  1.69813810e-18
 6.73587500e+03  1.82071945e-18
 6.73600000e+03  2.20839067e-18
 6.73612500e+03  1.92329253e-18
 6.73625000e+03  1.44863675e-18
 6.73637500e+03  2.17999025e-18
 6.73650000e+03  3.25993803e-18
 6.73662500e+03  3.21138583e-18
 6.73675000e+03  3.03819613e-18
 6.73687500e+03  2.20430853e-18
 6.73700000e+03  2.92541440e-18
 6.73712500e+03  2.42327586e-18
 6.73725000e+03  2.29616301e-18
 6.73737500e+03  2.46102404e-18
 6.73750000e+03  2.48315339e-18
 6.73762500e+03  2.52299972e-18
 6.73775000e+03  1.48495877e-18
 6.73787500e+03  2.32770134e-18
 6.73800000e+03  1.94558670e-18
 6.73812500e+03  2.64010926e-18
 6.73825000e+03  2.69968756e-18
 6.73837500e+03  3.06080008e-18
 6.73850000e+03  3.06251255e-18
 6.73862500e+03  3.00485517e-18
 6.73875000e+03  3.51632989e-18
 6.73887500e+03  3.06265669e-18
 6.73900000e+03  2.99425754e-18
 6.73912500e+03  3.75861937e-18
 6.73925000e+03  2.57412175e-18
 6.73937500e+03  3.06125938e-18
 6.73950000e+03  3.30837917e-18
 6.73962500e+03  2.45262588e-18
 6.73975000e+03  1.84369563e-18
 6.73987500e+03  2.28207923e-18
 6.74000000e+03  2.10581986e-18
 6.74012500e+03  2.65415003e-18
 6.74025000e+03  2.57136000e-18
 6.74037500e+03  1.83770002e-18
 6.74050000e+03  2.57238385e-18
 6.74062500e+03  2.75681969e-18
 6.74075000e+03  3.00604569e-18
 6.74087500e+03  1.03315427e-18
 6.74100000e+03  1.32425319e-18
 6.74112500e+03  2.36283294e-18
 6.74125000e+03  2.74084662e-18
 6.74137500e+03  2.78867317e-18
 6.74150000e+03  2.26830357e-18
 6.74162500e+03  2.53452400e-18
 6.74175000e+03  2.60534244e-18
 6.74187500e+03  2.08410513e-18
 6.74200000e+03  2.36870985e-18
 6.74212500e+03  3.67970634e-18
 6.74225000e+03  2.82659796e-18
 6.74237500e+03  2.58193468e-18
 6.74250000e+03  2.56925421e-18
 6.74262500e+03  2.12846352e-18
 6.74275000e+03  2.74769237e-18
 6.74287500e+03  1.31065258e-18
 6.74300000e+03  1.63167549e-18
 6.74312500e+03  2.38315904e-18
 6.74325000e+03  1.31246483e-18
 6.74337500e+03  2.48503502e-18
 6.74350000e+03  3.35738941e-18
 6.74362500e+03  3.71753496e-18
 6.74375000e+03  3.35959592e-18
 6.74387500e+03  2.66528016e-18
 6.74400000e+03  2.48836442e-18
 6.74412500e+03  2.60649016e-18
 6.74425000e+03  2.69892139e-18
 6.74437500e+03  3.13249059e-18
 6.74450000e+03  3.31808779e-18
 6.74462500e+03  2.34434649e-18
 6.74475000e+03  2.97758489e-18
 6.74487500e+03  2.51110693e-18
 6.74500000e+03  2.71771017e-18
 6.74512500e+03  2.76346774e-18
 6.74525000e+03  2.09433839e-18
 6.74537500e+03  1.93120389e-18
 6.74550000e+03  2.66538728e-18
 6.74562500e+03  2.42039975e-18
 6.74575000e+03  2.19646748e-18
 6.74587500e+03  3.17370197e-18
 6.74600000e+03  3.11170974e-18
 6.74612500e+03  2.93458845e-18
 6.74625000e+03  2.16076099e-18
 6.74637500e+03  1.61255852e-18
 6.74650000e+03  1.49093432e-18
 6.74662500e+03  1.42970704e-18
 6.74675000e+03  1.69268843e-18
 6.74687500e+03  1.93493923e-18
 6.74700000e+03  3.81102457e-18
 6.74712500e+03  2.78943563e-18
 6.74725000e+03  2.91112982e-18
 6.74737500e+03  2.42876027e-18
 6.74750000e+03  2.14046280e-18
 6.74762500e+03  2.63855168e-18
 6.74775000e+03  3.07557022e-18
 6.74787500e+03  2.43116075e-18
 6.74800000e+03  2.98292827e-18
 6.74812500e+03  3.18036077e-18
 6.74825000e+03  2.87963574e-18
 6.74837500e+03  2.66998516e-18
 6.74850000e+03  2.52631133e-18
 6.74862500e+03  2.12429080e-18
 6.74875000e+03  3.44701795e-18
 6.74887500e+03  2.58742344e-18
 6.74900000e+03  3.09391088e-18
 6.74912500e+03  2.03256557e-18
 6.74925000e+03  1.99366947e-18
 6.74937500e+03  2.51868866e-18
 6.74950000e+03  2.64424868e-18
 6.74962500e+03  3.00990325e-18
 6.74975000e+03  1.92333244e-18
 6.74987500e+03  2.40181362e-18
 6.75000000e+03  2.17672309e-18
 6.75012500e+03  1.94898993e-18
 6.75025000e+03  2.94521214e-18
 6.75037500e+03  3.31316834e-18
 6.75050000e+03  2.80503460e-18
 6.75062500e+03  3.30568339e-18
 6.75075000e+03  2.79230098e-18
 6.75087500e+03  4.36709756e-18
 6.75100000e+03  2.64002054e-18
 6.75112500e+03  2.99690286e-18
 6.75125000e+03  3.35979775e-18
 6.75137500e+03  2.07131774e-18
 6.75150000e+03  3.06563950e-18
 6.75162500e+03  3.04102633e-18
 6.75175000e+03  2.50584275e-18
 6.75187500e+03  2.00308031e-18
 6.75200000e+03  2.68185148e-18
 6.75212500e+03  2.42574499e-18
 6.75225000e+03  2.76165228e-18
 6.75237500e+03  3.20943410e-18
 6.75250000e+03  2.38578389e-18
 6.75262500e+03  2.13766238e-18
 6.75275000e+03  2.40075131e-18
 6.75287500e+03  2.96829296e-18
 6.75300000e+03  3.39696029e-18
 6.75312500e+03  2.19788010e-18
 6.75325000e+03  2.11143931e-18
 6.75337500e+03  3.17728345e-18
 6.75350000e+03  3.40173395e-18
 6.75362500e+03  3.23395463e-18
 6.75375000e+03  3.12589734e-18
 6.75387500e+03  2.69034497e-18
 6.75400000e+03  3.15240248e-18
 6.75412500e+03  1.90830629e-18
 6.75425000e+03  2.37909779e-18
 6.75437500e+03  1.61128890e-18
 6.75450000e+03  2.23321477e-18
 6.75462500e+03  2.67249772e-18
 6.75475000e+03  2.96090831e-18
 6.75487500e+03  3.11807345e-18
 6.75500000e+03  2.39473792e-18
 6.75512500e+03  2.84372804e-18
 6.75525000e+03  2.61750138e-18
 6.75537500e+03  2.38618901e-18
 6.75550000e+03  1.82792233e-18
 6.75562500e+03  1.41590842e-18
 6.75575000e+03  2.64610818e-18
 6.75587500e+03  3.72766503e-18
 6.75600000e+03  3.12357089e-18
 6.75612500e+03  2.48329856e-18
 6.75625000e+03  1.91863819e-18
 6.75637500e+03  1.64006692e-18
 6.75650000e+03  2.46707569e-18
 6.75662500e+03  2.89402848e-18
 6.75675000e+03  3.42132944e-18
 6.75687500e+03  3.65863557e-18
 6.75700000e+03  3.45715008e-18
 6.75712500e+03  2.62242000e-18
 6.75725000e+03  1.84283391e-18
 6.75737500e+03  2.47867876e-18
 6.75750000e+03  2.48845355e-18
 6.75762500e+03  3.64597888e-18
 6.75775000e+03  3.23130786e-18
 6.75787500e+03  1.76147119e-18
 6.75800000e+03  2.06963650e-18
 6.75812500e+03  2.70527537e-18
 6.75825000e+03  3.35119363e-18
 6.75837500e+03  2.91771831e-18
 6.75850000e+03  2.55927552e-18
 6.75862500e+03  2.81816547e-18
 6.75875000e+03  2.21454365e-18
 6.75887500e+03  2.16739643e-18
 6.75900000e+03  2.59718355e-18
 6.75912500e+03  3.46225069e-18
 6.75925000e+03  3.57765086e-18
 6.75937500e+03  3.10215312e-18
 6.75950000e+03  2.54715029e-18
 6.75962500e+03  2.26061782e-18
 6.75975000e+03  2.58156886e-18
 6.75987500e+03  2.86583672e-18
 6.76000000e+03  2.75063879e-18
 6.76012500e+03  2.71331226e-18
 6.76025000e+03  2.70251176e-18
 6.76037500e+03  2.71711481e-18
 6.76050000e+03  2.20997534e-18
 6.76062500e+03  3.11085030e-18
 6.76075000e+03  4.40901204e-18
 6.76087500e+03  2.59403923e-18
 6.76100000e+03  2.20914361e-18
 6.76112500e+03  3.01820649e-18
 6.76125000e+03  2.34055283e-18
 6.76137500e+03  2.16875962e-18
 6.76150000e+03  2.33232342e-18
 6.76162500e+03  2.05332222e-18
 6.76175000e+03  1.99923909e-18
 6.76187500e+03  2.08456070e-18
 6.76200000e+03  1.40989327e-18
 6.76212500e+03  2.03698995e-18
 6.76225000e+03  2.81536236e-18
 6.76237500e+03  2.65226881e-18
 6.76250000e+03  2.70428503e-18
 6.76262500e+03  2.37932734e-18
 6.76275000e+03  2.78447296e-18
 6.76287500e+03  1.71282108e-18
 6.76300000e+03  2.39461239e-18
 6.76312500e+03  2.82189792e-18
 6.76325000e+03  3.01307797e-18
 6.76337500e+03  2.82701010e-18
 6.76350000e+03  3.10676879e-18
 6.76362500e+03  3.61480078e-18
 6.76375000e+03  2.26704232e-18
 6.76387500e+03  2.97692273e-18
 6.76400000e+03  2.03917040e-18
 6.76412500e+03  1.88896702e-18
 6.76425000e+03  2.16207455e-18
 6.76437500e+03  2.77961554e-18
 6.76450000e+03  3.03585914e-18
 6.76462500e+03  3.51125762e-18
 6.76475000e+03  2.36584388e-18
 6.76487500e+03  2.49807718e-18
 6.76500000e+03  2.49716707e-18
 6.76512500e+03  3.06939987e-18
 6.76525000e+03  2.49871762e-18
 6.76537500e+03  2.75067311e-18
 6.76550000e+03  2.47859790e-18
 6.76562500e+03  2.48581278e-18
 6.76575000e+03  2.32796666e-18
 6.76587500e+03  2.46193683e-18
 6.76600000e+03  2.40153693e-18
 6.76612500e+03  3.21927920e-18
 6.76625000e+03  2.95635964e-18
 6.76637500e+03  2.81588286e-18
 6.76650000e+03  3.20100389e-18
 6.76662500e+03  3.62029616e-18
 6.76675000e+03  2.71692187e-18
 6.76687500e+03  2.68984184e-18
 6.76700000e+03  3.81769785e-18
 6.76712500e+03  3.07686993e-18
 6.76725000e+03  2.54011553e-18
 6.76737500e+03  2.36467735e-18
 6.76750000e+03  2.15704426e-18
 6.76762500e+03  2.57725759e-18
 6.76775000e+03  2.69395355e-18
 6.76787500e+03  2.49566884e-18
 6.76800000e+03  2.84889130e-18
 6.76812500e+03  2.98354576e-18
 6.76825000e+03  3.51475122e-18
 6.76837500e+03  2.18722663e-18
 6.76850000e+03  2.91729769e-18
 6.76862500e+03  2.72833303e-18
 6.76875000e+03  2.63907466e-18
 6.76887500e+03  2.48035132e-18
 6.76900000e+03  2.82296332e-18
 6.76912500e+03  1.98406818e-18
 6.76925000e+03  2.89067798e-18
 6.76937500e+03  2.80684219e-18
 6.76950000e+03  1.91086538e-18
 6.76962500e+03  2.45612547e-18
 6.76975000e+03  2.42078956e-18
 6.76987500e+03  1.84738444e-18
 6.77000000e+03  1.92972779e-18
 6.77012500e+03  1.84186756e-18
 6.77025000e+03  2.02333941e-18
 6.77037500e+03  2.02613217e-18
 6.77050000e+03  2.71292431e-18
 6.77062500e+03  2.54577096e-18
 6.77075000e+03  1.61031468e-18
 6.77087500e+03  2.93145509e-18
 6.77100000e+03  2.43519139e-18
 6.77112500e+03  2.78442002e-18
 6.77125000e+03  3.46412218e-18
 6.77137500e+03  3.49895786e-18
 6.77150000e+03  2.80320012e-18
 6.77162500e+03  2.48505653e-18
 6.77175000e+03  2.89038330e-18
 6.77187500e+03  3.01111321e-18
 6.77200000e+03  3.69921126e-18
 6.77212500e+03  4.24818539e-18
 6.77225000e+03  3.19545557e-18
 6.77237500e+03  3.52034668e-18
 6.77250000e+03  2.71596193e-18
 6.77262500e+03  3.24333300e-18
 6.77275000e+03  2.94326951e-18
 6.77287500e+03  2.75729883e-18
 6.77300000e+03  2.39123253e-18
 6.77312500e+03  2.74347396e-18
 6.77325000e+03  2.95584927e-18
 6.77337500e+03  2.24696189e-18
 6.77350000e+03  2.14896064e-18
 6.77362500e+03  2.18583532e-18
 6.77375000e+03  2.18145022e-18
 6.77387500e+03  2.26730516e-18
 6.77400000e+03  2.74296007e-18
 6.77412500e+03  1.59415623e-18
 6.77425000e+03  3.07449985e-18
 6.77437500e+03  2.98937242e-18
 6.77450000e+03  3.18391413e-18
 6.77462500e+03  3.37637466e-18
 6.77475000e+03  2.94801608e-18
 6.77487500e+03  1.62798099e-18
 6.77500000e+03  1.99656295e-18
 6.77512500e+03  2.77794174e-18
 6.77525000e+03  2.60892310e-18
 6.77537500e+03  2.11269228e-18
 6.77550000e+03  2.44350290e-18
 6.77562500e+03  2.97250331e-18
 6.77575000e+03  2.29898039e-18
 6.77587500e+03  2.78281653e-18
 6.77600000e+03  2.60968370e-18
 6.77612500e+03  2.01426110e-18
 6.77625000e+03  1.87911798e-18
 6.77637500e+03  2.92789594e-18
 6.77650000e+03  2.70437189e-18
 6.77662500e+03  2.54325406e-18
 6.77675000e+03  2.27488999e-18
 6.77687500e+03  3.04253986e-18
 6.77700000e+03  2.56340170e-18
 6.77712500e+03  3.06823313e-18
 6.77725000e+03  2.53453020e-18
 6.77737500e+03  2.84350201e-18
 6.77750000e+03  2.97033051e-18
 6.77762500e+03  1.97233297e-18
 6.77775000e+03  1.70727256e-18
 6.77787500e+03  1.76955171e-18
 6.77800000e+03  2.34272046e-18
 6.77812500e+03  2.24200233e-18
 6.77825000e+03  3.03587755e-18
 6.77837500e+03  2.46548812e-18
 6.77850000e+03  3.49232718e-18
 6.77862500e+03  2.61809199e-18
 6.77875000e+03  2.16722582e-18
 6.77887500e+03  2.23365918e-18
 6.77900000e+03  2.93287164e-18
 6.77912500e+03  2.55536274e-18
 6.77925000e+03  2.16296998e-18
 6.77937500e+03  2.39306370e-18
 6.77950000e+03  2.46110737e-18
 6.77962500e+03  2.05806486e-18
 6.77975000e+03  1.51374135e-18
 6.77987500e+03  2.49479844e-18
 6.78000000e+03  2.48599372e-18
 6.78012500e+03  3.39973961e-18
 6.78025000e+03  2.81222983e-18
 6.78037500e+03  3.08266681e-18
 6.78050000e+03  1.94671767e-18
 6.78062500e+03  2.77195999e-18
 6.78075000e+03  3.88710575e-18
 6.78087500e+03  3.72914734e-18
 6.78100000e+03  3.12614156e-18
 6.78112500e+03  2.52710894e-18
 6.78125000e+03  1.84995718e-18
 6.78137500e+03  1.47097590e-18
 6.78150000e+03  2.27114907e-18
 6.78162500e+03  2.74436090e-18
 6.78175000e+03  2.14647082e-18
 6.78187500e+03  3.08356265e-18
 6.78200000e+03  3.10593354e-18
 6.78212500e+03  2.67707224e-18
 6.78225000e+03  2.11656018e-18
 6.78237500e+03  2.61141747e-18
 6.78250000e+03  2.76907395e-18
 6.78262500e+03  2.21662318e-18
 6.78275000e+03  3.13114104e-18
 6.78287500e+03  1.71127187e-18
 6.78300000e+03  1.44653768e-18
 6.78312500e+03  1.81112084e-18
 6.78325000e+03  2.50859809e-18
 6.78337500e+03  2.57319221e-18
 6.78350000e+03  2.66021161e-18
 6.78362500e+03  2.55720674e-18
 6.78375000e+03  3.46661593e-18
 6.78387500e+03  2.59021166e-18
 6.78400000e+03  2.75377111e-18
 6.78412500e+03  2.30232054e-18
 6.78425000e+03  2.51114477e-18
 6.78437500e+03  2.45578075e-18
 6.78450000e+03  3.43942443e-18
 6.78462500e+03  2.73496061e-18
 6.78475000e+03  1.57779067e-18
 6.78487500e+03  1.98206785e-18
 6.78500000e+03  1.91637978e-18
 6.78512500e+03  2.37080634e-18
 6.78525000e+03  2.99728130e-18
 6.78537500e+03  3.09775252e-18
 6.78550000e+03  2.69866558e-18
 6.78562500e+03  2.71806400e-18
 6.78575000e+03  3.48950980e-18
 6.78587500e+03  2.90348584e-18
 6.78600000e+03  2.75981263e-18
 6.78612500e+03  3.23065232e-18
 6.78625000e+03  2.49991724e-18
 6.78637500e+03  2.06317229e-18
 6.78650000e+03  3.47774316e-18
 6.78662500e+03  2.68209033e-18
 6.78675000e+03  2.93499501e-18
 6.78687500e+03  2.55222670e-18
 6.78700000e+03  1.62640738e-18
 6.78712500e+03  2.17946933e-18
 6.78725000e+03  2.91444660e-18
 6.78737500e+03  2.58112260e-18
 6.78750000e+03  2.48912440e-18
 6.78762500e+03  2.75825278e-18
 6.78775000e+03  3.08708540e-18
 6.78787500e+03  2.86965498e-18
 6.78800000e+03  2.42339145e-18
 6.78812500e+03  2.35809713e-18
 6.78825000e+03  2.03263071e-18
 6.78837500e+03  2.63315164e-18
 6.78850000e+03  2.55093671e-18
 6.78862500e+03  1.97978194e-18
 6.78875000e+03  2.27964029e-18
 6.78887500e+03  2.14412783e-18
 6.78900000e+03  1.90048468e-18
 6.78912500e+03  1.00586620e-18
 6.78925000e+03  1.92942711e-18
 6.78937500e+03  2.96528533e-18
 6.78950000e+03  3.45164892e-18
 6.78962500e+03  2.54736101e-18
 6.78975000e+03  2.68957259e-18
 6.78987500e+03  2.59295252e-18
 6.79000000e+03  3.51286980e-18
 6.79012500e+03  3.33527929e-18
 6.79025000e+03  2.60873430e-18
 6.79037500e+03  2.07139240e-18
 6.79050000e+03  2.65582548e-18
 6.79062500e+03  2.63990950e-18
 6.79075000e+03  2.91529653e-18
 6.79087500e+03  2.28048173e-18
 6.79100000e+03  2.51926603e-18
 6.79112500e+03  2.82631920e-18
 6.79125000e+03  2.47830880e-18
 6.79137500e+03  2.61764386e-18
 6.79150000e+03  2.69795359e-18
 6.79162500e+03  3.17993498e-18
 6.79175000e+03  3.31461797e-18
 6.79187500e+03  1.99961752e-18
 6.79200000e+03  2.13425109e-18
 6.79212500e+03  2.37153033e-18
 6.79225000e+03  2.81580863e-18
 6.79237500e+03  2.68380942e-18
 6.79250000e+03  2.51478085e-18
 6.79262500e+03  2.93065645e-18
 6.79275000e+03  3.08913950e-18
 6.79287500e+03  2.88162821e-18
 6.79300000e+03  2.78787432e-18
 6.79312500e+03  2.10179356e-18
 6.79325000e+03  2.39534114e-18
 6.79337500e+03  1.76392895e-18
 6.79350000e+03  1.71507070e-18
 6.79362500e+03  2.26817494e-18
 6.79375000e+03  3.15512535e-18
 6.79387500e+03  3.10761520e-18
 6.79400000e+03  2.55308386e-18
 6.79412500e+03  2.89734651e-18
 6.79425000e+03  2.98179813e-18
 6.79437500e+03  2.36194269e-18
 6.79450000e+03  2.34227978e-18
 6.79462500e+03  1.82975722e-18
 6.79475000e+03  1.78289062e-18
 6.79487500e+03  2.38314643e-18
 6.79500000e+03  2.83906584e-18
 6.79512500e+03  3.07024090e-18
 6.79525000e+03  2.45568913e-18
 6.79537500e+03  2.01340249e-18
 6.79550000e+03  2.02926657e-18
 6.79562500e+03  2.67083116e-18
 6.79575000e+03  2.77191511e-18
 6.79587500e+03  2.82753019e-18
 6.79600000e+03  2.75694025e-18
 6.79612500e+03  2.41959883e-18
 6.79625000e+03  2.27051111e-18
 6.79637500e+03  2.94979637e-18
 6.79650000e+03  2.16681347e-18
 6.79662500e+03  3.27999219e-18
