## Data extracted from vis_cal.fits HDU #1:
#SIMPLE  =                    T / Fits standard
#BITPIX  =                  -32 / Bits per pixel
#NAXIS   =                    1 / Number of axes
#NAXIS1  =                38907 / Axis length
#EXTEND  =                    F / File may contain extensions
#ORIGIN  = 'NOAO-IRAF FITS Image Kernel July 2003' / FITS file originator
#IRAF-TLM= '2010-04-06T17:55:10' / Time of last modification
#DATE    = '2010-04-06T17:55:11' / Creation UTC (CCCC-MM-DD) date of FITS header
#CDELT1  =             0.125000 /
#CRVAL1  =             5336.875 /
#COMMENT FITS (Flexible Image Transport System) format is defined in 'Astronomy
#COMMENT and Astrophysics', volume 376, page 359; bibcode 2001A&A...376..359H
#AIRMASS =                 1.05
#APNUM1  = '1 1     '
#DC-FLAG =                    0
#WCSDIM  =                    1
#CTYPE1  = 'LINEAR  '
#CRPIX1  =                   1.
#CD1_1   =                0.125
#LTM1_1  =                   1.
#WAT0_001= 'system=equispec'
#WAT1_001= 'wtype=linear label=Wavelength units=angstroms'
#EXPTIME =                1200.
#EX-FLAG =                    0
#CA-FLAG =                    0
#BUNIT   = 'erg/cm2/s/A'
#END
#


# Wavelength  Flux
 7.48062500e+03  2.70193791e-18
 7.48075000e+03  2.76759413e-18
 7.48087500e+03  2.53582722e-18
 7.48100000e+03  2.73797941e-18
 7.48112500e+03  3.15161500e-18
 7.48125000e+03  3.50137447e-18
 7.48137500e+03  3.85015187e-18
 7.48150000e+03  2.60377432e-18
 7.48162500e+03  2.98161884e-18
 7.48175000e+03  2.86660289e-18
 7.48187500e+03  2.90454029e-18
 7.48200000e+03  2.02724597e-18
 7.48212500e+03  2.91851385e-18
 7.48225000e+03  3.03962633e-18
 7.48237500e+03  2.38958148e-18
 7.48250000e+03  2.32088206e-18
 7.48262500e+03  2.65104603e-18
 7.48275000e+03  2.28529055e-18
 7.48287500e+03  3.34671320e-18
 7.48300000e+03  2.83604332e-18
 7.48312500e+03  1.91683618e-18
 7.48325000e+03  2.26888011e-18
 7.48337500e+03  2.29751400e-18
 7.48350000e+03  2.78072955e-18
 7.48362500e+03  3.36226813e-18
 7.48375000e+03  3.27121746e-18
 7.48387500e+03  1.77552271e-18
 7.48400000e+03  1.87140204e-18
 7.48412500e+03  2.09949710e-18
 7.48425000e+03  3.38125750e-18
 7.48437500e+03  3.84449106e-18
 7.48450000e+03  2.95842139e-18
 7.48462500e+03  2.96511700e-18
 7.48475000e+03  3.50263178e-18
 7.48487500e+03  3.16514809e-18
 7.48500000e+03  2.66594046e-18
 7.48512500e+03  2.58366225e-18
 7.48525000e+03  3.41774775e-18
 7.48537500e+03  3.18955757e-18
 7.48550000e+03  3.14220624e-18
 7.48562500e+03  2.42543335e-18
 7.48575000e+03  2.24726402e-18
 7.48587500e+03  2.21941575e-18
 7.48600000e+03  3.21041720e-18
 7.48612500e+03  2.91911852e-18
 7.48625000e+03  3.11244262e-18
 7.48637500e+03  3.57510356e-18
 7.48650000e+03  2.86003694e-18
 7.48662500e+03  3.15735377e-18
 7.48675000e+03  3.06433504e-18
 7.48687500e+03  3.07218767e-18
 7.48700000e+03  2.90495719e-18
 7.48712500e+03  2.51728865e-18
 7.48725000e+03  2.79810324e-18
 7.48737500e+03  2.34514265e-18
 7.48750000e+03  2.49056700e-18
 7.48762500e+03  2.23475933e-18
 7.48775000e+03  3.46786145e-18
 7.48787500e+03  2.26615828e-18
 7.48800000e+03  2.46730006e-18
 7.48812500e+03  2.11819965e-18
 7.48825000e+03  3.37680955e-18
 7.48837500e+03  3.29115107e-18
 7.48850000e+03  2.74832020e-18
 7.48862500e+03  2.60420652e-18
 7.48875000e+03  2.53942277e-18
 7.48887500e+03  2.81741129e-18
 7.48900000e+03  2.55074976e-18
 7.48912500e+03  2.32304741e-18
 7.48925000e+03  2.90306439e-18
 7.48937500e+03  2.98040743e-18
 7.48950000e+03  2.91755991e-18
 7.48962500e+03  2.67274505e-18
 7.48975000e+03  2.24718151e-18
 7.48987500e+03  3.25713450e-18
 7.49000000e+03  2.84576787e-18
 7.49012500e+03  2.64219706e-18
 7.49025000e+03  2.71418308e-18
 7.49037500e+03  2.38094613e-18
 7.49050000e+03  2.36336689e-18
 7.49062500e+03  2.97480990e-18
 7.49075000e+03  2.02920329e-18
 7.49087500e+03  3.12565311e-18
 7.49100000e+03  2.55584292e-18
 7.49112500e+03  2.62689360e-18
 7.49125000e+03  3.21202380e-18
 7.49137500e+03  3.47980698e-18
 7.49150000e+03  3.48211564e-18
 7.49162500e+03  2.91617128e-18
 7.49175000e+03  3.23685100e-18
 7.49187500e+03  2.44539487e-18
 7.49200000e+03  2.77943274e-18
 7.49212500e+03  2.30754398e-18
 7.49225000e+03  3.08113818e-18
 7.49237500e+03  2.91254926e-18
 7.49250000e+03  3.05242261e-18
 7.49262500e+03  3.43384076e-18
 7.49275000e+03  2.64736984e-18
 7.49287500e+03  2.57194523e-18
 7.49300000e+03  2.52433065e-18
 7.49312500e+03  2.05922808e-18
 7.49325000e+03  2.77197922e-18
 7.49337500e+03  2.56670567e-18
 7.49350000e+03  2.76397563e-18
 7.49362500e+03  2.79749505e-18
 7.49375000e+03  2.12562835e-18
 7.49387500e+03  2.56427272e-18
 7.49400000e+03  2.82309836e-18
 7.49412500e+03  3.11991641e-18
 7.49425000e+03  3.98491572e-18
 7.49437500e+03  3.35922596e-18
 7.49450000e+03  2.10636125e-18
 7.49462500e+03  2.13792398e-18
 7.49475000e+03  3.10509126e-18
 7.49487500e+03  2.94245432e-18
 7.49500000e+03  3.08797896e-18
 7.49512500e+03  2.06024614e-18
 7.49525000e+03  3.43679441e-18
 7.49537500e+03  3.84558707e-18
 7.49550000e+03  2.68401621e-18
 7.49562500e+03  2.32184097e-18
 7.49575000e+03  2.90267665e-18
 7.49587500e+03  3.23261294e-18
 7.49600000e+03  3.77787737e-18
 7.49612500e+03  2.85846695e-18
 7.49625000e+03  2.85769684e-18
 7.49637500e+03  3.23313282e-18
 7.49650000e+03  3.09036579e-18
 7.49662500e+03  2.76443947e-18
 7.49675000e+03  2.56354087e-18
 7.49687500e+03  2.93738019e-18
 7.49700000e+03  3.45134431e-18
 7.49712500e+03  2.72527660e-18
 7.49725000e+03  2.96390621e-18
 7.49737500e+03  2.84120762e-18
 7.49750000e+03  2.92262928e-18
 7.49762500e+03  3.32471764e-18
 7.49775000e+03  2.72476582e-18
 7.49787500e+03  2.90869522e-18
 7.49800000e+03  2.67583953e-18
 7.49812500e+03  2.79985293e-18
 7.49825000e+03  2.72334389e-18
 7.49837500e+03  3.08398740e-18
 7.49850000e+03  2.73157186e-18
 7.49862500e+03  2.01929842e-18
 7.49875000e+03  2.14239985e-18
 7.49887500e+03  3.35324276e-18
 7.49900000e+03  3.13560988e-18
 7.49912500e+03  2.35463848e-18
 7.49925000e+03  2.10336003e-18
 7.49937500e+03  2.49215456e-18
 7.49950000e+03  2.70001244e-18
 7.49962500e+03  2.62492533e-18
 7.49975000e+03  2.60833270e-18
 7.49987500e+03  3.41430089e-18
 7.50000000e+03  3.40403558e-18
 7.50012500e+03  3.84730181e-18
 7.50025000e+03  2.37557256e-18
 7.50037500e+03  2.96090169e-18
 7.50050000e+03  3.99128418e-18
 7.50062500e+03  3.51213485e-18
 7.50075000e+03  3.56891211e-18
 7.50087500e+03  3.57622522e-18
 7.50100000e+03  2.58750285e-18
 7.50112500e+03  2.65604593e-18
 7.50125000e+03  2.88946223e-18
 7.50137500e+03  2.96643429e-18
 7.50150000e+03  2.78934981e-18
 7.50162500e+03  2.26591757e-18
 7.50175000e+03  1.87074940e-18
 7.50187500e+03  2.19907765e-18
 7.50200000e+03  3.15170186e-18
 7.50212500e+03  3.04264967e-18
 7.50225000e+03  2.27619632e-18
 7.50237500e+03  2.69822511e-18
 7.50250000e+03  2.32328275e-18
 7.50262500e+03  3.01635153e-18
 7.50275000e+03  2.67369155e-18
 7.50287500e+03  2.22290273e-18
 7.50300000e+03  3.06959405e-18
 7.50312500e+03  3.63724633e-18
 7.50325000e+03  4.03508712e-18
 7.50337500e+03  3.62505121e-18
 7.50350000e+03  2.55551929e-18
 7.50362500e+03  2.75023099e-18
 7.50375000e+03  3.34387701e-18
 7.50387500e+03  2.59460709e-18
 7.50400000e+03  2.69821828e-18
 7.50412500e+03  3.49898640e-18
 7.50425000e+03  2.42706744e-18
 7.50437500e+03  3.29526691e-18
 7.50450000e+03  3.51893882e-18
 7.50462500e+03  3.51775968e-18
 7.50475000e+03  2.93798175e-18
 7.50487500e+03  2.67537693e-18
 7.50500000e+03  2.79493017e-18
 7.50512500e+03  2.73009183e-18
 7.50525000e+03  3.02807434e-18
 7.50537500e+03  2.50248129e-18
 7.50550000e+03  2.53905963e-18
 7.50562500e+03  3.22775677e-18
 7.50575000e+03  2.98859466e-18
 7.50587500e+03  2.61600646e-18
 7.50600000e+03  2.50324912e-18
 7.50612500e+03  2.75106541e-18
 7.50625000e+03  3.04415804e-18
 7.50637500e+03  2.92954327e-18
 7.50650000e+03  2.98395025e-18
 7.50662500e+03  2.96514740e-18
 7.50675000e+03  2.24572815e-18
 7.50687500e+03  2.75716586e-18
 7.50700000e+03  3.00804044e-18
 7.50712500e+03  2.10101580e-18
 7.50725000e+03  3.01428400e-18
 7.50737500e+03  3.46335022e-18
 7.50750000e+03  3.13961158e-18
 7.50762500e+03  3.34321940e-18
 7.50775000e+03  3.56541314e-18
 7.50787500e+03  2.35686442e-18
 7.50800000e+03  3.22151073e-18
 7.50812500e+03  2.32463312e-18
 7.50825000e+03  3.24109547e-18
 7.50837500e+03  2.61248081e-18
 7.50850000e+03  1.95540616e-18
 7.50862500e+03  2.49725620e-18
 7.50875000e+03  2.60176199e-18
 7.50887500e+03  3.77947549e-18
 7.50900000e+03  3.49853848e-18
 7.50912500e+03  3.37363607e-18
 7.50925000e+03  2.78491777e-18
 7.50937500e+03  3.12078391e-18
 7.50950000e+03  3.21153824e-18
 7.50962500e+03  2.64406546e-18
 7.50975000e+03  2.71791180e-18
 7.50987500e+03  3.12825356e-18
 7.51000000e+03  2.96685635e-18
 7.51012500e+03  2.47074444e-18
 7.51025000e+03  2.38712620e-18
 7.51037500e+03  2.50831478e-18
 7.51050000e+03  2.52424855e-18
 7.51062500e+03  2.20728142e-18
 7.51075000e+03  3.56346554e-18
 7.51087500e+03  3.16622653e-18
 7.51100000e+03  2.64826547e-18
 7.51112500e+03  2.10249583e-18
 7.51125000e+03  2.86595542e-18
 7.51137500e+03  3.42257518e-18
 7.51150000e+03  3.24733779e-18
 7.51162500e+03  3.52478203e-18
 7.51175000e+03  3.40918457e-18
 7.51187500e+03  2.93589953e-18
 7.51200000e+03  3.23110106e-18
 7.51212500e+03  3.14084718e-18
 7.51225000e+03  3.04538061e-18
 7.51237500e+03  2.70347005e-18
 7.51250000e+03  2.70442234e-18
 7.51262500e+03  2.50523126e-18
 7.51275000e+03  3.15525336e-18
 7.51287500e+03  2.55738313e-18
 7.51300000e+03  2.44422855e-18
 7.51312500e+03  3.11617714e-18
 7.51325000e+03  3.06206608e-18
 7.51337500e+03  2.85404608e-18
 7.51350000e+03  2.41817691e-18
 7.51362500e+03  2.66866167e-18
 7.51375000e+03  2.59883605e-18
 7.51387500e+03  3.19202608e-18
 7.51400000e+03  3.75225959e-18
 7.51412500e+03  2.30061428e-18
 7.51425000e+03  2.56157570e-18
 7.51437500e+03  2.24687835e-18
 7.51450000e+03  2.60479278e-18
 7.51462500e+03  2.47429449e-18
 7.51475000e+03  1.96153330e-18
 7.51487500e+03  2.72708958e-18
 7.51500000e+03  2.80729446e-18
 7.51512500e+03  2.25704212e-18
 7.51525000e+03  2.61883045e-18
 7.51537500e+03  2.59003464e-18
 7.51550000e+03  2.49617839e-18
 7.51562500e+03  2.69740889e-18
 7.51575000e+03  3.29271175e-18
 7.51587500e+03  2.59554883e-18
 7.51600000e+03  3.04929814e-18
 7.51612500e+03  2.28919009e-18
 7.51625000e+03  2.50578050e-18
 7.51637500e+03  2.81120247e-18
 7.51650000e+03  3.11297967e-18
 7.51662500e+03  3.35600968e-18
 7.51675000e+03  3.27395171e-18
 7.51687500e+03  3.19223908e-18
 7.51700000e+03  2.78986493e-18
 7.51712500e+03  2.41064150e-18
 7.51725000e+03  3.56772263e-18
 7.51737500e+03  2.04684602e-18
 7.51750000e+03  2.15812228e-18
 7.51762500e+03  2.76426824e-18
 7.51775000e+03  3.01537463e-18
 7.51787500e+03  2.71277997e-18
 7.51800000e+03  2.80951502e-18
 7.51812500e+03  2.92848241e-18
 7.51825000e+03  2.58639918e-18
 7.51837500e+03  2.91019490e-18
 7.51850000e+03  3.17664818e-18
 7.51862500e+03  2.67160106e-18
 7.51875000e+03  3.23690808e-18
 7.51887500e+03  2.59426319e-18
 7.51900000e+03  2.98030755e-18
 7.51912500e+03  2.58805913e-18
 7.51925000e+03  2.38858266e-18
 7.51937500e+03  2.26647136e-18
 7.51950000e+03  3.34074571e-18
 7.51962500e+03  3.25648062e-18
 7.51975000e+03  2.98518999e-18
 7.51987500e+03  3.23265740e-18
 7.52000000e+03  3.03351863e-18
 7.52012500e+03  2.83327847e-18
 7.52025000e+03  2.67270845e-18
 7.52037500e+03  2.45704633e-18
 7.52050000e+03  3.78524755e-18
 7.52062500e+03  3.02312552e-18
 7.52075000e+03  3.19562329e-18
 7.52087500e+03  2.74391153e-18
 7.52100000e+03  1.81161033e-18
 7.52112500e+03  2.66024511e-18
 7.52125000e+03  2.93320479e-18
 7.52137500e+03  3.53071374e-18
 7.52150000e+03  3.54467407e-18
 7.52162500e+03  2.29719533e-18
 7.52175000e+03  2.28037503e-18
 7.52187500e+03  2.79220503e-18
 7.52200000e+03  2.91163977e-18
 7.52212500e+03  3.60479314e-18
 7.52225000e+03  3.69142707e-18
 7.52237500e+03  2.68203553e-18
 7.52250000e+03  3.05245755e-18
 7.52262500e+03  2.19773286e-18
 7.52275000e+03  2.45908388e-18
 7.52287500e+03  2.43301818e-18
 7.52300000e+03  2.72230351e-18
 7.52312500e+03  2.04906079e-18
 7.52325000e+03  3.97195421e-18
 7.52337500e+03  2.90981108e-18
 7.52350000e+03  2.61136804e-18
 7.52362500e+03  2.01990805e-18
 7.52375000e+03  1.10010700e-20
 7.52387500e+03  2.03080264e-18
 7.52400000e+03  3.12108377e-18
 7.52412500e+03  1.69920444e-18
 7.52425000e+03  1.46713225e-19
 7.52437500e+03  7.63462063e-19
 7.52450000e+03  1.54843837e-18
 7.52462500e+03  1.38916940e-18
 7.52475000e+03  1.62700233e-18
 7.52487500e+03  2.81221142e-18
 7.52500000e+03  2.89093772e-18
 7.52512500e+03  3.05300391e-18
 7.52525000e+03  3.37320056e-18
 7.52537500e+03  2.40515067e-18
 7.52550000e+03  2.77138923e-18
 7.52562500e+03  3.33469861e-18
 7.52575000e+03  2.31506140e-18
 7.52587500e+03  3.33653909e-18
 7.52600000e+03  2.92947710e-18
 7.52612500e+03  2.17316601e-18
 7.52625000e+03  2.58119497e-18
 7.52637500e+03  2.51922012e-18
 7.52650000e+03  2.93716760e-18
 7.52662500e+03  1.89274103e-18
 7.52675000e+03  1.87950717e-18
 7.52687500e+03  3.01952563e-18
 7.52700000e+03  3.33241787e-18
 7.52712500e+03  3.42540331e-18
 7.52725000e+03  2.80282830e-18
 7.52737500e+03  2.56497624e-18
 7.52750000e+03  4.05999849e-18
 7.52762500e+03  2.70958809e-18
 7.52775000e+03  2.50566594e-18
 7.52787500e+03  3.31161820e-18
 7.52800000e+03  3.59666361e-18
 7.52812500e+03  2.48330415e-18
 7.52825000e+03  2.51060462e-18
 7.52837500e+03  3.00947932e-18
 7.52850000e+03  2.35757455e-18
 7.52862500e+03  2.27049167e-18
 7.52875000e+03  2.98040702e-18
 7.52887500e+03  3.08706224e-18
 7.52900000e+03  3.38860783e-18
 7.52912500e+03  2.84377312e-18
 7.52925000e+03  2.51268850e-18
 7.52937500e+03  3.02823812e-18
 7.52950000e+03  2.68075464e-18
 7.52962500e+03  3.03729264e-18
 7.52975000e+03  3.83707166e-18
 7.52987500e+03  3.95424014e-18
 7.53000000e+03  2.89586027e-18
 7.53012500e+03  3.42492830e-18
 7.53025000e+03  3.29488372e-18
 7.53037500e+03  3.50127976e-18
 7.53050000e+03  1.86255411e-18
 7.53062500e+03  2.82645506e-18
 7.53075000e+03  3.74607683e-18
 7.53087500e+03  1.18581263e-18
 7.53100000e+03  2.59961670e-18
 7.53112500e+03  1.17784595e-18
 7.53125000e+03  1.35103079e-18
 7.53137500e+03  3.92860043e-18
 7.53150000e+03  2.60299222e-18
 7.53162500e+03  2.44862108e-18
 7.53175000e+03  3.76371645e-18
 7.53187500e+03  3.21440215e-18
 7.53200000e+03  3.08680416e-18
 7.53212500e+03  2.84076653e-18
 7.53225000e+03  3.38303284e-18
 7.53237500e+03  2.80538015e-18
 7.53250000e+03  3.34570259e-18
 7.53262500e+03  2.35672297e-18
 7.53275000e+03  2.88867848e-18
 7.53287500e+03  2.89454836e-18
 7.53300000e+03  2.41993818e-18
 7.53312500e+03  2.86337048e-18
 7.53325000e+03  3.25584886e-18
 7.53337500e+03  2.82063295e-18
 7.53350000e+03  3.58285052e-18
 7.53362500e+03  3.00659266e-18
 7.53375000e+03  2.79798247e-18
 7.53387500e+03  2.78689535e-18
 7.53400000e+03  1.76208496e-18
 7.53412500e+03  2.61679807e-18
 7.53425000e+03  2.50199471e-18
 7.53437500e+03  2.50629584e-18
 7.53450000e+03  3.13216757e-18
 7.53462500e+03  2.86929433e-18
 7.53475000e+03  2.46741173e-18
 7.53487500e+03  1.81984574e-18
 7.53500000e+03  3.14898333e-18
 7.53512500e+03  2.93984270e-18
 7.53525000e+03  2.70048848e-18
 7.53537500e+03  2.39474971e-18
 7.53550000e+03  3.15297365e-18
 7.53562500e+03  3.85079872e-18
 7.53575000e+03  3.84596840e-18
 7.53587500e+03  2.04980650e-18
 7.53600000e+03  1.50080300e-18
 7.53612500e+03  2.10815458e-18
 7.53625000e+03  2.63103571e-18
 7.53637500e+03  2.85024808e-18
 7.53650000e+03  3.01280996e-18
 7.53662500e+03  2.30789243e-18
 7.53675000e+03  2.29578975e-18
 7.53687500e+03  1.50880598e-18
 7.53700000e+03  2.18411064e-18
 7.53712500e+03  2.31442075e-18
 7.53725000e+03  2.58769765e-18
 7.53737500e+03  2.41154416e-18
 7.53750000e+03  2.69129271e-18
 7.53762500e+03  3.52533003e-18
 7.53775000e+03  4.03361887e-18
 7.53787500e+03  3.88039690e-18
 7.53800000e+03  2.31172890e-18
 7.53812500e+03  3.25137298e-18
 7.53825000e+03  3.52495656e-18
 7.53837500e+03  1.90650345e-18
 7.53850000e+03  2.93275832e-18
 7.53862500e+03  3.27051891e-18
 7.53875000e+03  2.41101745e-18
 7.53887500e+03  2.62174854e-18
 7.53900000e+03  2.09192385e-18
 7.53912500e+03  1.92307457e-18
 7.53925000e+03  3.20710104e-18
 7.53937500e+03  3.41458606e-18
 7.53950000e+03  2.58050407e-18
 7.53962500e+03  2.63845118e-18
 7.53975000e+03  2.06427389e-18
 7.53987500e+03  2.08329387e-18
 7.54000000e+03  2.50771176e-18
 7.54012500e+03  3.45484163e-18
 7.54025000e+03  2.73353269e-18
 7.54037500e+03  1.39464647e-18
 7.54050000e+03  2.03442032e-18
 7.54062500e+03  2.27205318e-18
 7.54075000e+03  2.64836369e-18
 7.54087500e+03  1.99964792e-18
 7.54100000e+03  3.09449880e-18
 7.54112500e+03  3.21894233e-18
 7.54125000e+03  3.14681177e-18
 7.54137500e+03  2.67824208e-18
 7.54150000e+03  2.02775924e-18
 7.54162500e+03  3.08765947e-18
 7.54175000e+03  2.88516648e-18
 7.54187500e+03  2.15575675e-18
 7.54200000e+03  2.49008517e-18
 7.54212500e+03  2.07986479e-18
 7.54225000e+03  2.28352845e-18
 7.54237500e+03  2.62266816e-18
 7.54250000e+03  2.28160960e-18
 7.54262500e+03  3.09873603e-18
 7.54275000e+03  3.10179247e-18
 7.54287500e+03  3.60656910e-18
 7.54300000e+03  3.84100159e-18
 7.54312500e+03  2.95445154e-18
 7.54325000e+03  2.24704420e-18
 7.54337500e+03  3.18379129e-18
 7.54350000e+03  3.02126147e-18
 7.54362500e+03  3.15394579e-18
 7.54375000e+03  2.73061667e-18
 7.54387500e+03  2.58493838e-18
 7.54400000e+03  2.79811544e-18
 7.54412500e+03  2.53205197e-18
 7.54425000e+03  3.00573881e-18
 7.54437500e+03  2.50025246e-18
 7.54450000e+03  3.03950101e-18
 7.54462500e+03  2.04376518e-18
 7.54475000e+03  2.19735567e-18
 7.54487500e+03  2.14510928e-18
 7.54500000e+03  2.38967847e-18
 7.54512500e+03  1.77751870e-18
 7.54525000e+03  2.45358003e-18
 7.54537500e+03  3.06576730e-18
 7.54550000e+03  3.28439776e-18
 7.54562500e+03  3.49533564e-18
 7.54575000e+03  2.25033286e-18
 7.54587500e+03  2.53538116e-18
 7.54600000e+03  3.27315741e-18
 7.54612500e+03  3.32919951e-18
 7.54625000e+03  3.84249631e-18
 7.54637500e+03  3.33283890e-18
 7.54650000e+03  3.18311818e-18
 7.54662500e+03  2.72358585e-18
 7.54675000e+03  2.47397148e-18
 7.54687500e+03  2.63496626e-18
 7.54700000e+03  3.32299008e-18
 7.54712500e+03  3.19840013e-18
 7.54725000e+03  3.11611655e-18
 7.54737500e+03  2.81188345e-18
 7.54750000e+03  3.21430806e-18
 7.54762500e+03  3.49512843e-18
 7.54775000e+03  3.11415013e-18
 7.54787500e+03  2.70935648e-18
 7.54800000e+03  2.85056158e-18
 7.54812500e+03  2.77784972e-18
 7.54825000e+03  2.52690194e-18
 7.54837500e+03  2.72568378e-18
 7.54850000e+03  2.45859068e-18
 7.54862500e+03  3.17829323e-18
 7.54875000e+03  3.61926053e-18
 7.54887500e+03  3.47172625e-18
 7.54900000e+03  3.43244406e-18
 7.54912500e+03  3.31943671e-18
 7.54925000e+03  3.10889671e-18
 7.54937500e+03  4.01458627e-18
 7.54950000e+03  4.15149459e-18
 7.54962500e+03  3.12969017e-18
 7.54975000e+03  3.62118165e-18
 7.54987500e+03  2.58297858e-18
 7.55000000e+03  3.12425001e-18
 7.55012500e+03  2.41846601e-18
 7.55025000e+03  1.89641144e-18
 7.55037500e+03  3.08563825e-18
 7.55050000e+03  2.00937246e-18
 7.55062500e+03  2.53687712e-18
 7.55075000e+03  4.25113139e-18
 7.55087500e+03  3.74577243e-18
 7.55100000e+03  2.73439875e-18
 7.55112500e+03  1.96953338e-18
 7.55125000e+03  2.75243191e-18
 7.55137500e+03  2.81325408e-18
 7.55150000e+03  2.12200179e-18
 7.55162500e+03  2.05587511e-18
 7.55175000e+03  2.35914268e-18
 7.55187500e+03  1.99807979e-18
 7.55200000e+03  2.55426487e-18
 7.55212500e+03  2.76872302e-18
 7.55225000e+03  2.57024496e-18
 7.55237500e+03  3.06882374e-18
 7.55250000e+03  2.55720777e-18
 7.55262500e+03  2.67805576e-18
 7.55275000e+03  3.85967726e-18
 7.55287500e+03  3.16335642e-18
 7.55300000e+03  2.94702863e-18
 7.55312500e+03  2.00558191e-18
 7.55325000e+03  2.45690674e-18
 7.55337500e+03  2.33767404e-18
 7.55350000e+03  2.32209057e-18
 7.55362500e+03  3.35384308e-18
 7.55375000e+03  2.05972874e-18
 7.55387500e+03  2.17819920e-18
 7.55400000e+03  2.45013937e-18
 7.55412500e+03  3.14314405e-18
 7.55425000e+03  3.15068484e-18
 7.55437500e+03  2.64338427e-18
 7.55450000e+03  3.09005002e-18
 7.55462500e+03  2.26256418e-18
 7.55475000e+03  2.02194767e-18
 7.55487500e+03  2.26504820e-18
 7.55500000e+03  2.43493745e-18
 7.55512500e+03  2.78299106e-18
 7.55525000e+03  3.15321870e-18
 7.55537500e+03  3.03646112e-18
 7.55550000e+03  2.94366076e-18
 7.55562500e+03  2.00405307e-18
 7.55575000e+03  3.29127390e-18
 7.55587500e+03  3.42740033e-18
 7.55600000e+03  2.20391562e-18
 7.55612500e+03  1.99825329e-18
 7.55625000e+03  2.74212648e-18
 7.55637500e+03  2.25023174e-18
 7.55650000e+03  2.99842984e-18
 7.55662500e+03  2.91010142e-18
 7.55675000e+03  2.57680761e-18
 7.55687500e+03  2.46082634e-18
 7.55700000e+03  2.36704846e-18
 7.55712500e+03  1.85439211e-18
 7.55725000e+03  2.02326372e-18
 7.55737500e+03  2.04773089e-18
 7.55750000e+03  2.91496566e-18
 7.55762500e+03  2.35207173e-18
 7.55775000e+03  1.65365864e-18
 7.55787500e+03  2.38923779e-18
 7.55800000e+03  2.54299143e-18
 7.55812500e+03  2.31118358e-18
 7.55825000e+03  3.58184508e-18
 7.55837500e+03  3.50439161e-18
 7.55850000e+03  2.62599549e-18
 7.55862500e+03  2.93275439e-18
 7.55875000e+03  2.16810222e-18
 7.55887500e+03  2.61366181e-18
 7.55900000e+03  3.15811519e-18
 7.55912500e+03  4.15723812e-18
 7.55925000e+03  2.99725586e-18
 7.55937500e+03  2.94931847e-18
 7.55950000e+03  3.27755263e-18
 7.55962500e+03  2.92002408e-18
 7.55975000e+03  2.94824376e-18
 7.55987500e+03  3.37907933e-18
 7.56000000e+03  2.64379848e-18
 7.56012500e+03  2.42999939e-18
 7.56025000e+03  2.40185250e-18
 7.56037500e+03  2.78925840e-18
 7.56050000e+03  2.84662855e-18
 7.56062500e+03  3.82062731e-18
 7.56075000e+03  2.52749813e-18
 7.56087500e+03  3.30774265e-18
 7.56100000e+03  3.38662570e-18
 7.56112500e+03  2.67136841e-18
 7.56125000e+03  2.72041960e-18
 7.56137500e+03  1.79910915e-18
 7.56150000e+03  1.52192754e-18
 7.56162500e+03  2.47627022e-18
 7.56175000e+03  2.73788842e-18
 7.56187500e+03  2.01392195e-18
 7.56200000e+03  2.75807990e-18
 7.56212500e+03  2.30400592e-18
 7.56225000e+03  3.04002668e-18
 7.56237500e+03  3.00132849e-18
 7.56250000e+03  2.49222012e-18
 7.56262500e+03  2.46075624e-18
 7.56275000e+03  3.48526306e-18
 7.56287500e+03  2.40044505e-18
 7.56300000e+03  1.97951496e-18
 7.56312500e+03  2.18385918e-18
 7.56325000e+03  2.90592706e-18
 7.56337500e+03  2.75786855e-18
 7.56350000e+03  2.91214725e-18
 7.56362500e+03  2.64044861e-18
 7.56375000e+03  2.32724742e-18
 7.56387500e+03  3.52471627e-18
 7.56400000e+03  2.50475232e-18
 7.56412500e+03  3.05605372e-18
 7.56425000e+03  2.66114880e-18
 7.56437500e+03  2.46474676e-18
 7.56450000e+03  2.54523247e-18
 7.56462500e+03  2.28715460e-18
 7.56475000e+03  2.15699959e-18
 7.56487500e+03  2.02919502e-18
 7.56500000e+03  2.54356508e-18
 7.56512500e+03  2.43514859e-18
 7.56525000e+03  3.31374406e-18
 7.56537500e+03  3.57133865e-18
 7.56550000e+03  2.76966187e-18
 7.56562500e+03  2.35972274e-18
 7.56575000e+03  2.95736404e-18
 7.56587500e+03  2.71525097e-18
 7.56600000e+03  2.48297203e-18
 7.56612500e+03  2.44442666e-18
 7.56625000e+03  2.27181350e-18
 7.56637500e+03  2.94213668e-18
 7.56650000e+03  1.94747681e-18
 7.56662500e+03  1.83075997e-18
 7.56675000e+03  2.65229487e-18
 7.56687500e+03  2.72552414e-18
 7.56700000e+03  2.59784488e-18
 7.56712500e+03  2.30635470e-18
 7.56725000e+03  2.12886201e-18
 7.56737500e+03  2.54994864e-18
 7.56750000e+03  3.77002164e-18
 7.56762500e+03  2.17800026e-18
 7.56775000e+03  2.82399502e-18
 7.56787500e+03  1.89295258e-18
 7.56800000e+03  1.73677468e-18
 7.56812500e+03  2.02329929e-18
 7.56825000e+03  3.27902418e-18
 7.56837500e+03  2.65247995e-18
 7.56850000e+03  3.02729886e-18
 7.56862500e+03  3.24531802e-18
